Rank,Traditional,Simplified,Pinyin,Meaning
5596,持有,持有,chíyǒu,"boast, take, possess, hold, carry"
5597,新光,新光,xīnguāng,hsinkuang consortium
5598,最早,最早,zuìzǎo,very first
5599,眼鏡,眼镜,yǎnjìng,"cheater, lorgnon, spectacles, specs, glasses, spectacle, barnacles, eyeglasses, barnacle, eyeglass, glass"
5600,海面,海面,hǎimiàn,"offing, sea surface, offshore, sea level, rim"
5601,第,第,dì,"mansion, stadium, decker, det.: marker of ordinal numerals, abomasum, residence"
5602,客家人,客家人,kèjiārén,Hakka
5603,膨脹,膨胀,péngzhàng,"expand, swell, inflate"
5604,單獨,单独,dāndú,"tete-a-tete, apart, unaccompanied, individually, singly, solely, alone, on one's own"
5605,蟲,虫,chóng,"bug, worm, insect"
5606,膨脹,膨胀,péngzhàng,"expand, swell, inflate"
5607,解脫,解脱,jiětuō,"free (extricate) oneself, release from worldly cares"
5608,隧道,隧道,suìdào,"tube, tunnel"
5609,熊膽,熊胆,xióngdǎn,gall of bear (used as medicine)
5610,熱潮,热潮,rècháo,"rush, surge, spate, upsurge"
5611,復,复,fù,again
5612,學系,学系,xuéxì,department (of school)
5613,鼓掌,鼓掌,gǔzhǎng,clap one's hands; applaud
5614,鼓掌,鼓掌,gǔzhǎng,clap one's hands; applaud
5615,日記,日记,rìjì,"diary, journal"
5616,日趨,日趋,rìqū,"gradually, day_by_day"
5617,外出,外出,wàichū,go out
5618,出路,出路,chūlù,"way out, outlet, employment opportunities"
5619,外出,外出,wàichū,go out
5620,解脫,解脱,jiětuō,"free (extricate) oneself, release from worldly cares"
5621,鐘,钟,zhōng,"timekeeper, timepiece, ticker, carillon, Zhong, time, bell, handleless cup, chime, gong, carillon playing, bell ringing, clock, Surname"
5622,此後,此后,cǐhòu,"thenceforth, henceforth, since then, thereafter, after this, hereafter"
5623,衝,冲,chōng,"charge, rush, dash"
5624,同伴,同伴,tóngbàn,"associate, friend, associator, chum, gentry, cully, familiar, fellow traveller, accompanist, fellow traveler, stablemate, companion, mate, compeer, peer, pard, bunkie, consociate, fellow, buddy, campmate, comrade"
5625,供給,供给,gōngjǐ,"supply, provide, furnish"
5626,事故,事故,shìgù,"circumstance, trouble, mischance, accident, mishap, affair, bad luck, natural event, happening, occurrence"
5627,握,握,wò,"take hold of, agitate, grasp, double, bite, shake, hold"
5628,受害,受害,shòuhài,"suffer injury, suffer loss, fall victim, loss, suffer, be affected, victimize, be victimized"
5629,表明,表明,biǎomíng,"argue, utter, disclose, enunciate, indicate, speak_for, make clear, indication, prove, point, express, manifest, tell, state clearly, give, denote, evince, unfold, portend, declare, kithe, make known, signalize"
5630,炒作,炒作,chǎozuò,stir
5631,香水,香水,xiāngshuǐ,"perfumery, cologne, aroma, perfume, fragrance, scent, rosewood, fragrancy"
5632,氣溫,气温,qìwēn,"atmospheric temperature, mercury, temperature, air temperature"
5633,供給,供给,gōngjǐ,"supply, provide, furnish"
5634,炒作,炒作,chǎozuò,stir
5635,教,教,jiào,cause/ask to
5636,買到,买到,mǎidào,"obtain, buy, purchase"
5637,畝,亩,mǔ,"acre, m.[standard],"
5638,畔,畔,pàn,"boundary, border of field, side, border, bank"
5639,現,现,xiàn,"just, at the time, extempore"
5640,情趣,情趣,qíngqù,"flavor, temperament and interest, spice, savour, appeal, interestingness, interest, temperament"
5641,理工,理工,lǐgōng,science and engineering
5642,造就,造就,zàojiù,"bring up, train"
5643,跌,跌,dié,"fall, tumble"
5644,總算,总算,zǒngsuàn,"at long last, finally"
5645,群體,群体,qúntǐ,"population, community, society, grouping, group, colony, groups"
5646,集體,集体,jítǐ,collective
5647,談起,谈起,tánqǐ,"speak of, talk about, mention"
5648,硬碟,硬碟,yìngdié,"fixed disk, hard disc, disk drive, hard_drive, hard_disk, hard drive, Winchester drive, disc drive, hard disk, hard disk/drive"
5649,棒,棒,bàng,"good, fine, strong"
5650,遊覽,游览,yóulǎn,"go sight-seeing, tour, visit"
5651,效能,效能,xiàonéng,"effect, effectuality, efficiency, effectivity, performance, virtue, sufficiency, effectualness, efficacy, usefulness, efficaciousness, effectiveness"
5652,選舉,选举,xuǎnjǔ,"elect (by vote), select by examination"
5653,遊覽,遊览,yóulǎn,"go sight-seeing, tour, visit"
5654,確立,确立,quèlì,"radicate, entrench, establishment, build, establish, establish firmly"
5655,獨,独,dú,"by oneself, alone, in solitude, only"
5656,功效,功效,gōngxiào,"efficacy, effect"
5657,月份,月份,yuèfèn,month
5658,月份,月份,yuèfèn,month
5659,公益,公益,gōngyì,public good/welfare
5660,不知不覺,不知不觉,bùzhībùjué,"unconsciously, unaware"
5661,失蹤,失踪,shīzōng,be missing
5662,終究,终究,zhōngjiù,"eventually, in the end, after all"
5663,懷,怀,huái,"yearn for, conceive (a child), keep in mind, miss, cherish, carry, become pregnant, think of, conceive, nourish"
5664,租界,租界,zūjiè,"colony, concession, (foreign) concession, settlement"
5665,失蹤,失踪,shīzōng,be missing
5666,行事,行事,xíngshì,"handle, execute"
5667,好笑,好笑,hǎoxiào,"laughable, funny"
5668,旁人,旁人,pángrén,other people
5669,淡,淡,dàn,"tasteless, light, wishy-washy, pale, thin, weak"
5670,佩服,佩服,pèifú,admire
5671,那樣,那样,nàyàng,"such, so, in that case"
5672,交代,交代,jiāodài,"hand over, explain, make clear, brief, tell, account for, justify oneself, confess"
5673,岩石,岩石,yánshí,"muck, chimney, rock, petrous, stone"
5674,行事,行事,xíngshì,"handle, execute"
5675,交代,交代,jiāodài,"hand over, explain, make clear, brief, tell, account for, justify oneself, confess"
5676,任教,任教,rènjiào,"be a teacher, hold teaching post, profess"
5677,浮現,浮现,fúxiàn,"appear before one's eyes, float, suggest, come up, rise up, surface, ray, rise, appear, emerge"
5678,冒,冒,mào,"risk, brave"
5679,處在,处在,chǔzài,"be in, be (in a certain condition), be"
5680,專欄,专栏,zhuānlán,"column, special column, spot, feature, feature article, columnar"
5681,因子,因子,yīnzǐ,"gene, determinant, factor, divisor"
5682,風波,风波,fēngbō,"crisis, disturbance"
5683,處,处,chǔ,"be situated in, be in a certain condition, dwell, live"
5684,臭,臭,chòu,"whiff, foul, malodorous, disgraceful, stinking, odorous, disgusting"
5685,許可,许可,xǔkě,"permit, allow"
5686,貨幣,货币,huòbì,"coinage, mintage, tin, coin, currency, specie, monetary, money, metal money, piece"
5687,垂直,垂直,chuízhí,"perpendicular, vertical"
5688,泡,泡,pào,"steep, soak, immerse"
5689,招牌,招牌,zhāopái,"plate, sign, shop sign, fascia, signboard, placard, facia, nameboard"
5690,許可,许可,xǔkě,"permit, allow"
5691,說起,说起,shuōqǐ,"to bring up a subject in talk, to mention"
5692,監測,监测,jiāncè,"monitor, supervise"
5693,應邀,应邀,yìngyāo,"on invitation, at sb.'s invitation, receive an invitation"
5694,監測,监测,jiāncè,"monitor, supervise"
5695,語氣,语气,yǔqì,"mood, tenor, strain, modality, manner of speaking, tone, mode, tone of voice, note"
5696,遠離,远离,yuǎnlí,"be far away, stand aloof, be far off (the mark/etc.)"
5697,遠處,远处,yuǎnchù,"distance, bottom, distant place, distant point"
5698,距離,距离,jùlí,be apart/away from
5699,新進,新进,xīnjìn,freshman
5700,郵局,邮局,yóujú,post office
5701,辨識,辨识,biànshì,identify
5702,發言人,发言人,fāyánrén,"voice, spokesman, representative, interpreter, prophet, addresser, spokesperson, prolocutor, addressor, fugleman, coryphaeus"
5703,辨識,辨识,biànshì,identify
5704,標本,标本,biāoběn,"example, representative, pattern, specimen, root cause and symptoms of disease, sample, model"
5705,徵求,征求,zhēngqiú,"ask_for, seek, solicit"
5706,糟,糟,zāo,"massacre, muddle, spoiled (lit., flub, fig.), pickle, goof, bumble, rotten"
5707,遠離,远离,yuǎnlí,"be far away, stand aloof, be far off (the mark/etc.)"
5708,徵,征,zhēng,"levy, impose, collect, solicit, call-up, ask for, draft, enrollenrol"
5709,出自,出自,chūzì,"come from, be out of"
5710,市政,市政,shìzhèng,"civic, municipal, civicism, municipal administration"
5711,公寓,公寓,gōngyū,"flats, apartment house, public housing"
5712,子孫,子孙,zǐsūn,"posterity, rod, scion, materialization, progeniture, offspring, descendant, children and grandchildren, spawn, son, generation, issue, increase, descendent, seed, child, descendants, fruit, get, progeny"
5713,晶片,晶片,jīngpiàn,"silicon chip, chip, microchip, chips, wafer, micro chip"
5714,法庭,法庭,fǎtíng,"judicature, areopagy, court, courtroom, tribunal, banc, forum, gate, banco, lockup, lawcourt, bailey"
5715,小學生,小学生,xiǎoxuéshēng,"(primary) pupil, schoolboy, schoolgirl"
5716,含,含,hán,include
5717,武功,武功,wǔgōng,"military accomplishment, military accomplishments, acrobatic skill, gest, geste, opera"
5718,登上,登上,dēngshàng,"get on, board, ascend, mount, climb, scramble, step on"
5719,刪除,删除,shānchú,"delete, leave out"
5720,刪除,删除,shānchú,"delete, leave out"
5721,局部,局部,júbù,"partial, department, section, parts, part, det.: part, maculation, region, spot, dapple, fleck, patch, division, speckle"
5722,作為,作为,zuòwéi,"conduct, deed, action"
5723,洛杉磯,洛杉矶,luòshānjī,Los Angeles
5724,相近,相近,xiāngjìn,"be close to, near, be close, be near, alike, neighbor, be similar to, close, be close/near"
5725,派系,派系,pàixì,"side, sect, schism, cabal, in-crowd, factions, junto, clique, junta, coterie, camarilla, faction"
5726,負起,负起,fùqǐ,"assume, take over, take on, adopt, shoulder, bear"
5727,直,直,zhí,"straight, vertical, just, righteous, honest, frank, forthright, stiff, numb"
5728,發,发,fā,"develop, expand, open up, discover, expose, show one's feeling"
5729,會議室,会议室,huìyìshì,"meeting/conference room, meeting room, consistory, council chamber, boardroom, conference room, meeting"
5730,交由,交由,jiāoyóu,entrust
5731,留意,留意,liúyì,"be careful, watch, see, insure, see to it, pay attention to, keep one's eyes open, take notice, listen, heed, mind, ensure, advert, assure, control, look out, check, ascertain, regard"
5732,當事人,当事人,dāngshìrén,"interested parties, those directly involved, principal, client, the party concerned, privy, party, litigant, person concerned"
5733,無論如何,无论如何,wúlùnrúhé,"disregarding, aught, in any event, anyway, in any case, ought, at any rate, no matter what happens, irrespective, no matter, however, leastwise, anyhow, anywise, irregardless, leastways, whatever may come, disregardless, no matter what, regardless, come hell or high water, in_any_case"
5734,勒索,勒索,lēsuǒ,"extort, blackmail"
5735,教書,教书,jiāoshū,"teach school, teach, teach in school, teach (usu. for a living)"
5736,粒,粒,lì,"granule, grain, kernel, pellet, m.[general],"
5737,蛋白質,蛋白质,dànbáizhí,"albuminoid, proteide, proteid, albumin, albumen, protein"
5738,勒索,勒索,lēsuǒ,"extort, blackmail"
5739,晚餐,晚餐,wǎncān,"dinner, supper"
5740,淪為,沦为,lúnwéi,be reduced to
5741,餐,餐,cān,m.[event]
5742,導遊,导遊,dǎoyóu,tourist guide
5743,牆壁,墙壁,qiángbì,wall
5744,錄取,录取,lùqǔ,"enroll, recruit, admit"
5745,綠地,绿地,lùdì,"greenness, greenery patches, meadow, grassland"
5746,榮民,荣民,róngmín,veteran
5747,緊密,紧密,jǐnmì,"settle, close together, rapid and intense, compact, inseparable, close"
5748,錄取,录取,lùqǔ,"enroll, recruit, admit"
5749,戰火,战火,zhànhuǒ,flames of war
5750,線上,线上,xiànshàng,"network, on line"
5751,試辦,试办,shìbàn,run pilot scheme
5752,發,发,fā,"send out, deliver, start, set out, begin"
5753,殼,壳,ké,"plate, crust, shell, case, test, theca, hard surface, exuviae, eggshell, hull, rind, casing, cod, valve, scale, housing, husk, shuck"
5754,試辦,试办,shìbàn,run pilot scheme
5755,干預,干预,gānyū,"intervene, interfere"
5756,飄,飘,piāo,"blow about, float, blow/drift about, flutter, wave, blow, drift about"
5757,過世,过世,guòshì,"die, pass away"
5758,藥品,药品,yàopǐn,"pharmaceutical, medicines and chemical reagents, drug, restorative"
5759,安置,安置,ānzhì,"find place for, help settle down, arrange for"
5760,額外,额外,éwài,"extra, added, additional"
5761,開出,开出,kāichū,"open up, make_out, out"
5762,露營,露营,lùyíng,"camp out, encamp, bivouac"
5763,簡報,简报,jiǎnbào,"bulletin, brief report"
5764,贊同,赞同,zàntóng,"approve of, endorse"
5765,簡易,简易,jiǎnyì,"simple and easy, simply constructed, unsophisticated"
5766,贊同,赞同,zàntóng,"approve of, endorse"
5767,巴士,巴士,bāshì,bus
5768,代表性,代表性,dàibiǎoxìng,typology
5769,下班,下班,xiàbān,get_off
5770,用力,用力,yònglì,"exert self, exert oneself, put forth one's strenght, exert self (physically)"
5771,傾向,倾向,qīngxiàng,"be inclined to, side with, prefer"
5772,全然,全然,quánrán,"at_all, in_the_least, diametrically, aught, entirely, all_over, for_all_the_world, right-down, completely"
5773,露營,露营,lùyíng,"camp out, encamp, bivouac"
5774,簡易,简易,jiǎnyì,"simple and easy, simply constructed, unsophisticated"
5775,思索,思索,sīsuǒ,"study, puzzle, deliberate, cogitate, devise, think deeply, speculate, consider, contemplate, meditate, ponder"
5776,美食,美食,měishí,"cate, luxury, good food, delicious food, fleshpot"
5777,修飾,修饰,xiūshì,"decorate, adorn, embellish, make/dress up, polish (a piece of writing)"
5778,修飾,修饰,xiūshì,"decorate, adorn, embellish, make/dress up, polish (a piece of writing)"
5779,信賴,信赖,xìnlài,"trust, count on, have faith in"
5780,突出,突出,túchū,outstanding
5781,信賴,信赖,xìnlài,"trust, count on, have faith in"
5782,美學,美学,měixué,"aesthetic, aesthetics, esthetics, esthetic"
5783,深受,深受,shēnshòu,passive signifier
5784,美女,美女,měinǔ,"looker, bombshell, siren, cookie, peach, dish, sweetheart, peri, lulu, beautiful woman, charmer, smasher, belle, knockout, mantrap, Venus, stunner, beauty, lovely"
5785,吸毒,吸毒,xīdú,take drugs
5786,吸毒,吸毒,xīdú,take drugs
5787,防火,防火,fánghuǒ,"fireproof, prevent fire, fire prevention"
5788,取出,取出,qǔchū,"uncase, withdraw, retrieval, dislodge, educe, retrieve, take out, take away, dredge, withdrawal, draw, gut, get, fish, bring forward"
5789,安置,安置,ānzhì,"find place for, help settle down, arrange for"
5790,何在,何在,hézài,"where?, what place?"
5791,修養,修养,xiūyǎng,"accomplishment, training, mastery, self-cultivation"
5792,釣魚,钓鱼,diàoyū,"go fishing, fish, go angling, angle"
5793,後續,后续,hòuxù,follow up
5794,約束,约束,yuēshù,"control, restrain, bind"
